Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
RBRY11,Papéis,93.20,1710051.83,0.95,1.15,1.22 ,3.63 ,7.33 ,14.17 ,1.21 ,1.22 ,1.18 ,8.52 ,4.46 ,5.73 ,38.22 ,1238393970.38,96.98,0.96,1.13 ,-2.91 ,-1.81 ,3.26 ,14,14.96,59466,1.10  aa,0.20  aa,20.00  aa
RBTS11,Fundo de Desenvolvimento,350.02,8519.57,1.06,6.19,0.00 ,0.00 ,12.69 ,99.32 ,0.00 ,2.12 ,8.28 ,26.82 ,0.00 ,0.00 ,,21480534.45,380.02,0.92,1.63 ,-65.26 ,-64.69 ,-58.05 ,14,357.85,139,,,
RBVA11,Varejo,8.35,1555647.65,0.79,0.09,1.07 ,3.17 ,6.54 ,13.03 ,1.06 ,1.09 ,1.09 ,8.81 ,-1.29 ,-0.23 ,4.20 ,1659679089.26,10.63,0.79,0.85 ,-90.28 ,-90.20 ,-88.33 ,82,16.18,74116,,0.65  aa,
RBVO11,Papéis,5.32,1143.43,0.95,5.66,106.30 ,0.00 ,0.00 ,106.30 ,0.00 ,0.00 ,8.86 ,168.13 ,-80.93 ,-60.65 ,146.57 ,2882596.37,,,0.00 ,-100.00 ,0.00 ,0.00 ,14,63.96,6943,0.65  aa,0.10  aa,20.00  aa
RCFF11,Fundo de Fundos,97.89,2937.00,0.96,3.55,3.63 ,3.63 ,9.04 ,37.94 ,1.21 ,1.51 ,3.79 ,9.04 ,-0.11 ,3.51 ,59.17 ,33103577.80,98.80,0.99,5.36 ,8.01 ,13.81 ,14.19 ,14,144.61,127,,,
RCRB11,Lajes Corporativas,121.81,510185.83,0.63,0.92,0.72 ,1.40 ,3.56 ,8.44 ,0.47 ,0.59 ,0.70 ,5.02 ,-5.19 ,-4.51 ,20.69 ,740716188.56,200.70,0.61,0.22 ,-3.20 ,-2.99 ,6.49 ,9,29.66,27748,,0.70  aa,
RDCI11,Indefinido,,,,1.44,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,232001869.45,,,,,,,14,,129,,,
RDPD11,Papéis,22.96,98337.21,1.06,0.30,1.32 ,6.39 ,20.10 ,48.89 ,2.13 ,3.35 ,4.07 ,29.45 ,7.36 ,8.77 ,-0.47 ,24085452.18,33.95,0.68,0.94 ,-37.05 ,-36.45 ,-36.01 ,0,54.16,3141,,,
RECD11,Papéis,8.47,492.00,0.86,0.11,1.31 ,20.43 ,24.16 ,29.11 ,6.81 ,4.03 ,3.23 ,27.35 ,-7.24 ,-6.03 ,9.30 ,53677077.95,,,,,,,0,80.22,223,,,
RECM11,Papéis,8.74,7934.65,0.92,0.12,1.35 ,4.18 ,8.21 ,11.53 ,1.39 ,1.37 ,1.44 ,10.61 ,5.69 ,7.11 ,13.93 ,81665375.23,,,,,,,0,75.76,651,,,
RECR11,Papéis,82.00,1583251.57,0.94,0.95,1.14 ,3.57 ,8.00 ,16.03 ,1.19 ,1.33 ,1.34 ,11.02 ,-3.00 ,-1.90 ,41.56 ,2352735224.48,88.98,0.92,1.18 ,-6.66 ,-5.56 ,7.49 ,1,17.83,170974,,0.20  aa,
RECT11,Lajes Corporativas,30.00,191906.35,0.33,0.37,1.22 ,3.48 ,6.89 ,14.75 ,1.16 ,1.15 ,1.23 ,9.62 ,-5.25 ,-4.09 ,29.54 ,776670485.74,90.91,0.33,0.41 ,-2.96 ,-2.56 ,-0.47 ,9,23.58,53356,,0.17  aa,
RECX11,Fundo de Fundos,67.99,2656.22,0.94,12.37,18.19 ,0.00 ,0.00 ,36.46 ,0.00 ,0.00 ,3.04 ,24.82 ,0.00 ,18.19 ,28.18 ,15823826.78,73.69,0.92,0.81 ,-5.69 ,-4.93 ,-9.90 ,14,12.77,577,,,
REIT11,Papéis,85.00,42.50,0.28,2.91,0.00 ,0.00 ,0.00 ,5.20 ,0.00 ,0.00 ,0.43 ,2.76 ,0.00 ,0.00 ,,8021367.58,,,,,,,1,88.96,62,,,
RELG11,Imóveis Industriais e Logísticos,67.96,434714.39,0.79,0.80,1.18 ,3.15 ,6.39 ,11.07 ,1.05 ,1.07 ,0.92 ,9.03 ,-7.60 ,-6.51 ,42.78 ,115836673.91,86.80,0.78,0.78 ,-28.91 ,-28.35 ,-22.29 ,5,42.95,4260,1.00  aa,0.18  aa,
RENV11,Serviços Financeiros Diversos,10.70,10835.91,0.64,0.04,0.71 ,0.71 ,1.05 ,4.40 ,0.71 ,0.21 ,0.88 ,1.05 ,-9.92 ,-9.28 ,-41.17 ,9633869.18,,,,,,,14,133.92,503,,,
RFOF11,Fundo de Fundos,61.24,283632.43,0.87,0.65,1.02 ,3.08 ,6.52 ,13.47 ,1.03 ,1.09 ,1.12 ,8.92 ,0.84 ,1.87 ,21.33 ,75805461.81,70.31,0.87,0.92 ,-12.05 ,-11.23 ,-10.16 ,14,24.62,4154,,,
RIFF11,Indefinido,7.29,198456.91,,0.01,0.08 ,1.30 ,5.16 ,10.54 ,0.43 ,0.86 ,0.88 ,7.86 ,-1.41 ,-1.33 ,22.44 ,,,,,,,,0,40.60,0,,,
RINV11,Indefinido,102.74,302475.61,0.98,1.05,1.00 ,3.04 ,6.39 ,13.18 ,1.01 ,1.07 ,1.10 ,7.55 ,0.91 ,1.92 ,23.71 ,342094735.71,,,,,,,14,11.53,3840,,1.00  aa,15.00  aa
RMAI11,Lajes Corporativas,80.01,144500.73,0.78,0.54,0.00 ,1.37 ,3.61 ,7.37 ,0.46 ,0.60 ,0.61 ,5.44 ,0.00 ,0.00 ,,260588003.61,106.63,0.75,0.51 ,-1.14 ,-0.64 ,1.57 ,2,36.51,1076,,,
RNDP11,Papéis,40.50,14794.00,1.01,40.38,99.67 ,0.00 ,101.28 ,152.95 ,0.00 ,16.88 ,12.75 ,145.40 ,-5.64 ,88.42 ,309.72 ,4329855.96,,,0.00 ,-100.00 ,0.00 ,0.00 ,14,105.37,1292,,,
RNGO11,Lajes Corporativas,49.86,55844.35,0.60,0.27,0.53 ,2.24 ,4.91 ,10.30 ,0.75 ,0.82 ,0.86 ,6.76 ,6.66 ,7.22 ,30.71 ,224144192.73,83.76,0.60,0.47 ,-3.32 ,-2.87 ,1.63 ,4,15.58,7820,,0.20  aa,
ROOF11,Fundo de Desenvolvimento,386.40,386.00,0.94,9.03,1.31 ,0.00 ,15.90 ,19.61 ,0.00 ,2.65 ,1.63 ,15.90 ,0.00 ,1.31 ,16.09 ,31957721.34,,,,,,,42,42.45,80,,,
RPRI11,Papéis,85.02,258730.65,0.89,1.05,1.20 ,3.83 ,7.82 ,15.17 ,1.28 ,1.30 ,1.26 ,10.42 ,-0.74 ,0.45 ,21.39 ,340344441.15,,,,,,,14,15.70,4203,,1.60  aa,
RRCI11,Papéis,75.15,22595.00,0.82,0.85,1.15 ,3.46 ,7.13 ,14.88 ,1.15 ,1.19 ,1.24 ,9.75 ,0.11 ,1.26 ,29.46 ,43459466.59,90.21,0.83,0.94 ,-4.11 ,-3.21 ,7.84 ,14,16.91,1772,,,
RSPD11,Fundo de Desenvolvimento,1009.99,1010.00,0.96,49.74,4.48 ,4.48 ,6.50 ,11.84 ,1.49 ,1.08 ,0.99 ,9.94 ,11.21 ,16.19 ,15.60 ,156084915.02,1130.10,0.89,0.98 ,-1.08 ,-0.11 ,-0.11 ,14,72.31,137,,,
RURA11,Indefinido,8.16,1417400.26,0.80,0.11,1.27 ,3.70 ,7.27 ,13.09 ,1.23 ,1.21 ,1.09 ,9.15 ,-0.24 ,1.03 ,25.06 ,1638806127.60,,,0.00 ,0.00 ,0.00 ,0.00 ,0,23.49,87443,,1.00  aa,20.00  aa
RVBI11,Fundo de Fundos,62.95,537829.43,0.83,0.70,1.07 ,3.21 ,6.83 ,14.02 ,1.07 ,1.14 ,1.17 ,8.12 ,0.18 ,1.26 ,24.88 ,776044792.72,75.52,0.83,0.93 ,-10.12 ,-9.28 ,-3.63 ,14,18.55,54579,0.80  aa,0.13  aa,20.00  aa
RZAG11,Indefinido,8.71,897684.70,0.93,0.13,1.40 ,4.22 ,8.67 ,17.60 ,1.41 ,1.45 ,1.47 ,11.77 ,0.11 ,1.51 ,39.56 ,654999799.33,,,0.00 ,-100.00 ,0.00 ,0.00 ,0,13.86,80823,,1.15  aa,10.00  aa
RZAK11,Papéis,81.03,919732.35,0.94,1.15,1.39 ,4.14 ,8.93 ,18.77 ,1.38 ,1.49 ,1.56 ,11.37 ,3.63 ,5.07 ,39.75 ,765743167.61,87.01,0.93,1.32 ,-7.15 ,-5.92 ,4.21 ,14,11.73,44935,,1.25  aa,15.00  aa
RZAT11,Imóveis Industriais e Logísticos,89.80,436902.96,0.87,1.05,1.15 ,3.73 ,7.67 ,15.01 ,1.24 ,1.28 ,1.25 ,8.94 ,1.89 ,3.07 ,32.82 ,429142984.23,,,,,,,13,17.83,35233,,1.00  aa,20.00  aa
RZEO11,Indefinido,193.00,868.50,0.95,6.35,0.00 ,0.00 ,19.47 ,22.02 ,0.00 ,4.87 ,5.51 ,19.47 ,0.00 ,0.00 ,,639680807.44,,,0.00 ,0.00 ,0.00 ,0.00 ,0,133.53,153,,,
RZLC11,Papéis,1003.05,755314.12,1.02,13.70,1.35 ,3.73 ,7.01 ,12.35 ,1.24 ,1.17 ,1.24 ,9.23 ,0.20 ,1.55 ,18.74 ,49623360.96,,,,,,,0,15.04,113,,,
RZTR11,Misto,90.82,2014366.91,0.92,1.00,1.10 ,3.34 ,7.02 ,14.43 ,1.11 ,1.17 ,1.20 ,9.72 ,-4.20 ,-3.15 ,22.31 ,1821196878.55,96.61,0.94,1.09 ,-0.84 ,0.24 ,11.74 ,16,13.62,143080,1.25  aa,,20.00  aa
RZZR11,Imóveis Industriais e Logísticos,139.97,37054.05,0.82,1.20,0.83 ,1.72 ,4.33 ,7.61 ,0.57 ,0.72 ,0.63 ,5.23 ,0.00 ,0.00 ,,914321804.72,,,,,,,10,68.93,449,,,
SADI11,Papéis,8.66,141070.65,0.90,0.11,1.31 ,3.78 ,7.28 ,13.91 ,1.26 ,1.21 ,1.16 ,9.66 ,-0.91 ,0.38 ,20.05 ,149553460.60,9.66,0.90,1.04 ,-90.25 ,-90.15 ,-89.07 ,14,11.74,11030,,1.00  aa,
SALI11,Misto,,,,1.60,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,7522285.20,,,,,,,5,,2,,,
SAPI11,Misto,8.54,115225.17,0.86,0.11,1.31 ,3.98 ,7.91 ,15.19 ,1.33 ,1.32 ,1.27 ,10.69 ,0.46 ,1.78 ,28.68 ,153749804.96,,,,,,,14,20.92,3134,,,
SARE11,Misto,4.58,366675.04,0.58,0.03,0.56 ,1.11 ,2.92 ,6.27 ,0.37 ,0.49 ,0.52 ,4.13 ,-1.49 ,-0.94 ,36.29 ,720871525.87,7.81,0.59,0.33 ,-91.72 ,-91.70 ,-91.46 ,2,22.68,29538,,1.25  aa,
SCPF11,Shoppings,2.82,1906.09,0.28,0.05,1.07 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.46 ,-8.68 ,-7.70 ,-11.74 ,44589006.61,11.84,0.24,0.38 ,1.11 ,1.49 ,-3.03 ,2,70.28,4536,,4.00  aa,
SDIL11,Imóveis Industriais e Logísticos,96.50,1030917.86,1.01,0.75,0.76 ,2.49 ,5.22 ,10.27 ,0.83 ,0.87 ,0.86 ,6.12 ,2.04 ,2.82 ,10.51 ,612048658.06,98.33,0.98,0.83 ,-0.22 ,0.61 ,9.86 ,5,14.97,63292,,0.84  aa,
SEED11,Indefinido,100.00,200.00,1.12,0.86,0.00 ,0.00 ,3.85 ,8.08 ,0.00 ,0.64 ,0.67 ,5.89 ,0.00 ,0.00 ,,146091052.98,,,,,,,14,33.44,131,,,
SEQR11,Misto,47.40,76375.48,0.52,0.58,1.23 ,3.59 ,7.37 ,14.99 ,1.20 ,1.23 ,1.25 ,9.94 ,-4.21 ,-3.03 ,15.18 ,154767661.87,92.91,0.51,0.63 ,-0.91 ,-0.29 ,5.56 ,4,15.84,4733,,1.24  aa,20.00  aa
SHOP11,Shoppings,27.00,1372.31,0.89,6.75,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,73657987.28,,,,,,,1,158.51,91,,,
SHPH11,Shoppings,989.99,42165.13,0.97,5.30,0.55 ,4.00 ,5.83 ,9.14 ,1.33 ,0.97 ,0.76 ,7.01 ,2.64 ,3.21 ,35.09 ,617432818.11,1013.93,0.98,2.76 ,13.39 ,16.52 ,22.26 ,1,42.49,2134,,0.20  aa,
SHSO11,Indefinido,,,,0.42,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,,,,,,,14,,8102,,,
SIGR11,Indefinido,99.90,100.00,10.67,1.30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.32 ,0.00 ,0.00 ,,187684487.17,,,,,,,14,1.55,8845,,,
SJAU11,Imóveis Industriais e Logísticos,15.60,1626.26,11.14,20.13,69.85 ,69.85 ,255.73 ,255.73 ,34.93 ,127.87 ,127.87 ,255.73 ,58.26 ,168.81 ,168.81 ,11074156.21,,,,,,,14,1025.49,310,,,
SMRE11,Incorporações,80.10,277513.04,0.79,1.01,1.27 ,3.83 ,7.32 ,14.20 ,1.28 ,1.22 ,1.18 ,9.65 ,-0.25 ,1.02 ,-4.92 ,105815539.20,,,,,,,14,50.47,1422,,,
SNAG11,Papéis,9.67,813245.43,0.94,0.11,0.00 ,2.27 ,5.84 ,12.76 ,0.76 ,0.97 ,1.06 ,8.34 ,0.00 ,0.00 ,,620589048.00,10.22,0.95,1.08 ,-89.91 ,-89.80 ,-89.47 ,0,14.07,114265,8.00  aa,0.07  aa,
SNCI11,Papéis,86.20,311427.30,0.87,1.00,1.12 ,3.32 ,6.91 ,14.25 ,1.11 ,1.15 ,1.19 ,8.15 ,-1.45 ,-0.35 ,27.43 ,412335737.64,98.18,0.88,1.02 ,0.80 ,1.83 ,11.90 ,14,18.14,37657,0.70  aa,0.15  aa,
SNEL11,Fundo de Desenvolvimento,8.52,814628.48,1.05,0.10,0.00 ,2.34 ,5.90 ,13.30 ,0.78 ,0.98 ,1.11 ,8.32 ,0.00 ,0.00 ,,311113515.53,,,,,,,14,12.99,34559,1.08  aa,0.12  aa,20.00  aa
SNFF11,Fundo de Fundos,68.60,340050.91,0.82,0.72,0.98 ,2.96 ,6.13 ,12.44 ,0.99 ,1.02 ,1.04 ,7.12 ,1.23 ,2.22 ,7.91 ,337297654.89,83.89,0.82,0.86 ,-5.22 ,-4.41 ,-2.81 ,14,15.15,28243,,0.73  aa,10.00  aa
SNFZ11,Misto,9.51,947600.87,0.99,0.10,0.00 ,1.68 ,3.64 ,7.20 ,0.56 ,0.61 ,0.65 ,4.90 ,0.00 ,0.00 ,,61265796.27,9.88,0.96,0.66 ,0.00 ,0.00 ,0.00 ,0,17.46,3733,0.87  aa,0.13  aa,20.00  aa
SNID11,Indefinido,10.19,91416.22,,0.12,1.16 ,3.56 ,7.07 ,13.73 ,1.19 ,1.18 ,1.14 ,8.21 ,2.78 ,3.98 ,29.26 ,,,,,,,,0,19.54,0,0.85  aa,0.10  aa,
SNLG11,Imóveis Industriais e Logísticos,0.99,17077.04,2.94,0.84,8400.00 ,0.00 ,8400.00 ,8934.54 ,0.00 ,1400.00 ,744.55 ,8496.77 ,-96.77 ,174.19 ,457.52 ,796398.41,,,,,,,6,2213.66,11532,,1.00  aa,
SNME11,Indefinido,9.58,34363.65,0.99,0.11,1.16 ,3.47 ,7.18 ,14.19 ,1.16 ,1.20 ,1.18 ,8.49 ,-0.73 ,0.42 ,14.46 ,71933782.54,,,,,,,2,20.22,3824,0.79  aa,0.20  aa,20.00  aa
SOLR11,Imóveis Comerciais - Outros,1051.35,4931882.00,1.13,4.77,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,61219343.92,,,,,,,1,121.75,53,,,
SPDE11,Indefinido,1266.67,2533.30,0.95,4.66,0.00 ,0.00 ,4.23 ,13.45 ,0.00 ,0.71 ,1.35 ,5.91 ,0.00 ,0.00 ,,121410284.36,,,,,,,14,55.43,120,,,
SPMO11,Indefinido,144.00,335334.00,1.07,0.43,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,244021957.00,,,,,,,14,25.50,14,,,
SPTW11,Lajes Corporativas,33.71,56597.87,0.57,0.42,1.20 ,3.64 ,7.48 ,15.06 ,1.21 ,1.25 ,1.26 ,10.30 ,-2.91 ,-1.75 ,18.68 ,104783614.61,58.28,0.58,0.72 ,4.56 ,5.31 ,20.92 ,1,24.22,19462,,0.25  aa,
SPVJ11,Shoppings,,,,0.15,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,126647367.85,20.06,,0.46 ,-82.74 ,-82.66 ,-79.85 ,14,,25,,,
SPXS11,Indefinido,8.33,185524.00,0.89,0.10,1.24 ,3.59 ,7.06 ,14.62 ,1.20 ,1.18 ,1.22 ,9.72 ,-3.12 ,-1.92 ,17.88 ,190249170.12,,,,,,,14,20.78,19792,,0.80  aa,20.00  aa
SRVD11,Indefinido,3.00,233.91,5.56,0.20,2.29 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.30 ,-9.79 ,-7.73 ,-7.73 ,52239696.15,1.19,2.53,16.87 ,-0.11 ,16.74 ,25.64 ,14,375.98,106,,,
STRX11,Fundo de Desenvolvimento,153.61,153.00,1.08,0.89,0.00 ,0.00 ,1.63 ,4.19 ,0.00 ,0.27 ,0.35 ,2.76 ,0.00 ,0.00 ,,229025596.30,141.94,1.08,0.63 ,-4.30 ,-3.69 ,7.98 ,3,4.41,109,,,
TCPF11,Misto,39.53,,0.39,1.31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,29841590.24,,,,,,,14,,52,,,
TELM11,Indefinido,9.95,20.00,1.01,0.10,0.00 ,2.03 ,5.14 ,6.50 ,0.68 ,0.86 ,0.93 ,5.80 ,0.00 ,0.00 ,,21174363.10,,,,,,,14,41.61,113,,,
TEPP11,Lajes Corporativas,79.38,282402.48,0.81,0.91,1.10 ,3.55 ,7.05 ,13.14 ,1.18 ,1.18 ,1.10 ,9.21 ,-2.15 ,-1.08 ,17.94 ,411153342.61,97.16,0.82,0.98 ,1.50 ,2.50 ,14.40 ,5,15.48,29296,0.90  aa,0.13  aa,
TGAR11,Fundo de Desenvolvimento,84.80,3402415.43,0.74,1.00,1.22 ,3.43 ,7.00 ,14.32 ,1.14 ,1.17 ,1.19 ,9.64 ,-10.91 ,-9.82 ,0.49 ,2619551443.98,111.15,0.76,0.90 ,-13.01 ,-12.23 ,-2.13 ,9,23.13,155768,1.28  aa,0.22  aa,30.00  aa
TJKB11,Indefinido,250.50,13002.13,0.97,2.90,1.15 ,3.43 ,7.15 ,12.86 ,1.14 ,1.19 ,1.07 ,7.15 ,-1.74 ,-0.61 ,-0.11 ,301380791.67,,,,,,,8,57.06,324,,,
TMPS11,Fundo de Fundos,78.87,191326.87,0.85,0.85,1.06 ,3.07 ,6.20 ,15.33 ,1.02 ,1.03 ,1.28 ,9.59 ,-1.91 ,-0.87 ,16.74 ,91836276.37,,,,,,,14,18.20,1980,,,
TOPP11,Imóveis Comerciais - Outros,69.88,353165.39,0.66,0.84,1.18 ,3.51 ,7.30 ,10.72 ,1.17 ,1.22 ,1.19 ,8.49 ,-0.10 ,1.08 ,20.84 ,475018364.59,,,,,,,2,30.85,4825,,,
TORD11,Misto,3.31,21217.74,0.09,0.01,0.29 ,2.76 ,2.76 ,3.34 ,0.92 ,0.46 ,0.28 ,3.34 ,0.89 ,1.18 ,-89.14 ,208658880.03,13.94,0.24,0.36 ,8.23 ,8.62 ,12.48 ,1,33.88,50835,,1.50  aa,20.00  aa
TRBL11,Imóveis Industriais e Logísticos,53.30,361475.04,0.60,0.60,1.11 ,2.94 ,5.83 ,11.63 ,0.98 ,0.97 ,0.97 ,7.81 ,-10.31 ,-9.31 ,-12.50 ,671959446.55,,,,,,,5,32.97,50230,,0.84  aa,
TRNT11,Lajes Corporativas,99.98,19567.00,0.57,0.07,0.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.71 ,0.00 ,0.00 ,,696001157.83,197.64,0.51,0.04 ,0.38 ,0.42 ,-0.87 ,1,46.34,540,,,
TRXB11,renda urbana,155.00,1389.81,1.35,1.60,1.12 ,3.19 ,5.76 ,18.82 ,1.06 ,0.96 ,1.57 ,12.04 ,3.27 ,4.42 ,35.35 ,391074373.45,,,,,,,13,76.41,448,,,
TRXF11,Imóveis Comerciais - Outros,98.00,5585707.00,0.95,0.93,0.94 ,3.33 ,6.14 ,13.67 ,1.11 ,1.02 ,1.14 ,9.73 ,-3.75 ,-2.85 ,15.17 ,2081229858.98,103.88,0.94,0.90 ,-1.49 ,-0.61 ,15.34 ,44,12.47,184946,1.00  aa,,20.00  aa
TRXY11,Outros,9.64,83087.61,1.04,0.11,1.14 ,3.57 ,7.11 ,10.13 ,1.19 ,1.19 ,1.45 ,10.13 ,0.83 ,1.98 ,14.49 ,33792780.49,,,,,,,0,33.73,627,,,
TSER11,Lajes Corporativas,100.80,100.00,1.03,0.96,0.00 ,0.00 ,2.96 ,8.82 ,0.00 ,0.49 ,0.74 ,4.97 ,0.00 ,0.00 ,,135643427.12,,,,,,,1,12.31,19,,,
TVRI11,Agências de Bancos,90.81,1110520.26,0.87,1.05,1.14 ,3.36 ,6.95 ,13.89 ,1.12 ,1.16 ,1.16 ,9.44 ,-1.82 ,-0.70 ,22.33 ,1654574540.82,,,,,,,61,15.92,61671,,0.28  aa,
URHF11,Outros,87.00,12490.32,0.91,1.25,1.42 ,4.24 ,8.71 ,16.52 ,1.41 ,1.45 ,1.38 ,11.76 ,-2.20 ,-0.81 ,9.21 ,10612523.13,,,,,,,14,82.75,192,,,
URPR11,Papéis,33.81,650690.26,0.34,0.40,1.05 ,3.10 ,7.31 ,16.08 ,1.03 ,1.22 ,1.34 ,10.38 ,-5.53 ,-4.53 ,-23.91 ,1170106639.17,99.72,0.34,0.45 ,0.92 ,1.38 ,25.49 ,14,26.79,70562,0.95  aa,0.25  aa,20.00  aa
VANG11,Indefinido,100.00,11152.67,,1.00,0.00 ,0.00 ,3.00 ,7.93 ,0.00 ,0.50 ,0.88 ,4.98 ,0.00 ,0.00 ,,,,,,,,,0,47.27,0,,,
VCJR11,Papéis,79.39,1717306.96,0.86,0.95,1.17 ,3.57 ,8.01 ,14.84 ,1.19 ,1.34 ,1.24 ,10.75 ,-1.41 ,-0.26 ,20.42 ,1386941072.85,94.20,0.84,1.11 ,-0.05 ,1.06 ,13.97 ,14,18.41,31575,,1.60  aa,
VCRA11,Indefinido,60.31,339870.87,0.62,0.95,1.51 ,3.62 ,8.33 ,17.84 ,1.21 ,1.39 ,1.49 ,11.81 ,-1.96 ,-0.48 ,16.56 ,468512581.87,,,0.00 ,-100.00 ,0.00 ,0.00 ,0,21.10,10895,,1.30  aa,
VCRI11,Papéis,7.03,179946.70,0.77,0.09,1.19 ,3.97 ,7.93 ,15.39 ,1.32 ,1.32 ,1.28 ,10.53 ,0.27 ,1.46 ,23.46 ,193029888.20,9.40,0.75,1.06 ,-0.53 ,0.53 ,2.31 ,14,18.70,14292,,0.95  aa,20.00  aa
VCRR11,Imóveis Residenciais,62.70,178143.17,0.50,0.50,0.77 ,2.33 ,4.99 ,10.80 ,0.78 ,0.83 ,0.90 ,6.93 ,-1.95 ,-1.20 ,17.31 ,253895986.63,126.95,0.49,0.39 ,-1.01 ,-0.62 ,13.86 ,14,26.08,3590,,0.80  aa,15.00  aa
VGHF11,Misto,7.58,1931992.39,0.87,0.09,1.17 ,3.63 ,7.31 ,14.60 ,1.21 ,1.22 ,1.22 ,9.92 ,-0.77 ,0.39 ,18.03 ,1411535079.19,8.57,0.88,1.05 ,-6.44 ,-5.46 ,6.67 ,14,17.26,393854,0.90  aa,,20.00  aa
VGIA11,Indefinido,9.15,1053042.30,0.93,0.13,1.36 ,4.11 ,8.50 ,18.04 ,1.37 ,1.42 ,1.50 ,10.00 ,1.77 ,3.16 ,43.35 ,834506067.71,9.65,0.95,1.30 ,1.27 ,2.59 ,10.94 ,0,15.67,168977,1.15  aa,,10.00  aa
VGII11,Tecidos Vestuário e Calçados,101.41,507050.00,1.04,4.82,5.33 ,0.00 ,0.00 ,9.63 ,0.00 ,0.00 ,0.80 ,5.33 ,0.00 ,5.33 ,5.33 ,50473897.62,,,,,,,14,17.52,4,,,
VGIP11,Papéis,82.37,1165259.00,0.91,1.25,1.48 ,5.33 ,8.62 ,15.50 ,1.78 ,1.44 ,1.29 ,9.92 ,4.13 ,5.67 ,41.14 ,1056132360.53,89.60,0.92,2.21 ,-0.93 ,1.26 ,10.07 ,14,20.25,84158,,1.00  aa,20.00  aa
VGIR11,Papéis,9.59,3653162.00,0.97,0.12,1.27 ,3.82 ,7.64 ,14.92 ,1.27 ,1.27 ,1.24 ,8.90 ,1.50 ,2.79 ,28.33 ,1426486204.10,9.76,0.98,1.23 ,1.24 ,2.49 ,-88.72 ,1,12.67,258790,0.80  aa,0.20  aa,20.00  aa
VGRI11,Misto,8.40,292048.17,0.80,0.12,1.37 ,4.27 ,9.62 ,22.06 ,1.42 ,1.60 ,1.84 ,14.08 ,2.81 ,4.22 ,39.27 ,369985507.91,,,,,,,5,21.90,16916,,1.30  aa,
VIDS11,Fundo de Desenvolvimento,915.64,,1.17,16.06,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,74180036.00,,,,,,,14,0.42,199,,,
VIFI11,Fundo de Fundos,6.96,30.26,0.87,0.07,1.01 ,0.00 ,1.01 ,6.94 ,0.00 ,0.17 ,0.58 ,3.00 ,-7.57 ,-6.64 ,5.15 ,64507809.24,7.97,0.87,0.88 ,-9.94 ,-9.15 ,-72.22 ,14,18.13,5521,,0.95  aa,20.00  aa
VIGT11,,36.06,230079.04,,0.15,0.39 ,1.22 ,2.19 ,5.70 ,0.41 ,0.37 ,0.48 ,2.87 ,5.51 ,5.92 ,-30.17 ,,,,,,,,0,56.36,0,,1.50  aa,0.00  aa
VILG11,Imóveis Industriais e Logísticos,79.65,978236.17,0.71,0.72,0.88 ,2.50 ,4.98 ,10.01 ,0.83 ,0.83 ,0.83 ,6.81 ,-3.65 ,-2.80 ,20.21 ,1685994235.99,112.42,0.71,0.61 ,0.13 ,0.75 ,6.98 ,15,18.34,145507,,,
VINO11,Lajes Corporativas,5.03,397281.26,0.49,0.05,0.97 ,3.60 ,6.64 ,12.93 ,1.20 ,1.11 ,1.08 ,8.81 ,0.00 ,0.97 ,20.42 ,847824062.68,10.24,0.49,0.49 ,-81.30 ,-81.21 ,-80.09 ,10,24.04,145576,,1.10  aa,20.00  aa
