Cotação,VARIAÇÃO_(12M),P/L,P/VP,DY,Papel,P/RECEITA_(PSR),PAYOUT,MARGEM_LÍQUIDA,MARGEM_BRUTA,MARGEM_EBIT,MARGEM_EBITDA,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO_CIRC_LIQ,VPA,LPA,GIRO_ATIVOS,ROE,ROIC,ROA,DÍVIDA_LÍQUIDA_/_PATRIMÔNIO,DÍVIDA_LÍQUIDA_/_EBITDA,DÍVIDA_LÍQUIDA_/_EBIT,DÍVIDA_BRUTA_/_PATRIMÔNIO,PATRIMÔNIO_/_ATIVOS,PASSIVOS_/_ATIVOS,LIQUIDEZ_CORRENTE,CAGR_RECEITAS_5_ANOS,CAGR_LUCROS_5_ANOS,Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Dívida_Bruta,Dívida_Líquida,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Ticker_Img
"1,37","-34,22","21,44","0,49","12,97",UCAS3,"0,38","284,26","1,79","37,70","-2,82","4,66","13,47","-22,27","8,22","-13,58","0,23","3,13","-0,34","2,82","0,06","0,61","2,26","-4,75","1,08","0,31","5,25","-8,68","0,59","0,48","0,52","1,30","9,46","-22,22",90.538.000,148.404.000,186.424.000,66.086.000,389.469.000,125.033.000,110.447.000,57.866.000,52.581.000,"100,00",Novo_Mercado,"43,14",Consumo_Cíclico,Móveis,https://investidor10.com.br/storage/companies/5f11e292c2406.jpeg
"7,67","-22,60","129,51","0,49","0,00",TELB4,"1,59","0,00","1,23","-41,13","19,12","80,01","-0,53","-2,20","1,99","8,34","0,17","0,44","-0,33","15,68","0,06","0,11","0,38","5,53","0,13","-0,88","-3,60","-15,07","0,01","0,36","0,64","6,45","11,03",,1.107.377.000,-189.493.000,1.467.590.000,93.597.000,4.110.149.000,1.917.418.000,11.469.000,-1.296.871.000,1.308.340.000,"0,00",Tradicional,"3,43",Telecomunicações,Telecomunicações,https://investidor10.com.br/storage/companies/5ebdae82e86ce.jpeg
"25,17","-12,45","-7,38","0,51","0,00",NGRD3,"0,84","0,00","-11,31","58,70","-14,88","5,75","6,93","-2,68","14,52","-5,61","0,39","1,75","-0,60","49,01","-3,41","0,46","-6,96","-9,88","-5,22","-0,27","-7,58","2,93","0,04","0,75","0,25","2,54","5,32",,230.077.000,109.871.000,447.975.000,9.140.000,597.496.000,217.106.000,16.823.000,-120.206.000,137.029.000,"100,00",Novo_Mercado,"43,09",Tecnologia_da_Informação,Programas_e_Serviços,https://investidor10.com.br/storage/companies/5f980aafd7fcf.jpeg
"6,60","85,39","-3,08","1,41","0,00",TRAD3,"6,36","0,00","-206,52","29,79","-208,33","-178,59","-3,21","-2,75","-3,56","-3,05","1,29","5,99","-1,81","4,67","-2,14","0,20","-45,90","-46,61","-42,02","-0,14","0,35","0,30","0,01","0,91","0,09","4,05",,,264.138.000,238.283.000,186.999.000,40.021.000,204.495.000,58.580.000,2.423.000,-25.855.000,28.278.000,"100,00",Nível_1,"25,54",Telecomunicações,Telecomunicações,https://investidor10.com.br/storage/companies/649dbd241130b.jpg
"6,32","-58,69","-0,55","0,33","0,00",SHOW3,"0,28","0,00","-50,60","16,85","-6,58","-2,73","-3,08","-1,28","-10,12","-4,21","0,11","0,68","-0,25","19,07","-11,56","0,39","-60,60","-9,08","-19,25","-0,23","7,04","2,93","0,54","0,32","0,67","1,37","30,94",,42.604.000,12.955.000,128.542.000,6.741.000,399.314.000,228.399.000,69.000.000,-29.649.000,98.649.000,"100,00",Novo_Mercado,"49,34",Consumo_Cíclico,Produção_de_Eventos_e_Shows,https://investidor10.com.br/storage/companies/5ebf01793e45d.jpeg
"11,12","-15,86","6,95","1,42","5,12",ENGI3,"0,75","36,25","10,73","24,92","17,38","23,04","6,34","8,41","3,24","4,29","0,33","5,08","-0,42","7,86","1,60","0,44","20,36","10,24","5,78","1,56","3,57","4,73","2,04","0,23","0,71","1,38","10,93","23,01",21.812.699.000,49.891.658.000,17.989.297.000,2.289.424.000,78.311.361.000,18.160.049.000,36.663.576.000,28.078.959.000,8.584.617.000,"100,00",Nível_2,"71,31",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/66db014937944.jpg
"17,79","-4,82","8,14","1,50","6,23",CSUD3,"1,28","51,61","15,78","42,13","22,26","32,99","3,81","5,65","3,89","5,77","1,05","16,97","-1,48","11,83","2,19","0,82","18,48","16,91","12,90","-0,03","-0,08","-0,12","0,13","0,70","0,30","1,27","4,86","14,33",743.622.000,728.562.000,494.617.000,41.800.000,708.661.000,207.869.000,63.071.000,-15.060.000,78.131.000,"100,00",Novo_Mercado,"44,32",Bens_Industriais,Serviços_Diversos,https://investidor10.com.br/storage/companies/6840867659fee.jpg
"3,67","14,00","7,40","0,36","5,51",LVTC3,"0,28","38,32","3,81","27,19","8,17","31,81","0,35","1,35","0,89","3,45","0,16","0,75","-0,31","10,25","0,50","0,56","4,84","8,06","2,13","-0,22","-0,54","-2,10","0,00","0,44","0,56","1,76",,,237.313.000,92.706.000,662.855.000,64.663.000,1.503.583.000,729.874.000,-,-144.607.000,144.607.000,"100,00",Nível_1,"32,77",Telecomunicações,Telecomunicações,https://investidor10.com.br/storage/companies/60350bf311156.jpg
"1,68","-11,58","-0,32","-0,05","0,00",INEP3,"17,02","0,00","-5.286,12","-48,00","-2.009,38","-1.838,21","-12,34","-11,29","-0,93","-0,85","0,08","-0,06","-0,09","-32,49","-5,22","0,00","-16,05","17,05","-25,38","-0,64","-11,46","-10,48","-0,64","-1,55","2,55","0,08","8,56",,71.402.000,998.467.000,-1.449.448.000,44.605.000,932.845.000,96.883.000,927.512.000,927.065.000,447.000,"0,00",Tradicional,"85,61",Bens_Industriais,Máquinas_e_Equipamentos_Industriais,https://investidor10.com.br/storage/companies/5f7622d1dd989.jpeg
"4,08","-11,30","-0,23","-0,20","0,00",FHER3,"0,05","0,00","-20,93","3,54","-4,51","-3,35","-0,15","-0,11","-1,44","-1,07","0,08","-0,53","-0,26","-20,19","-17,66","1,56","-87,44","43,71","-32,74","0,18","1,29","0,96","-0,02","-0,37","1,37","0,83","15,46",,219.737.000,22.912.000,-1.087.647.000,53.857.000,2.905.046.000,2.071.916.000,24.916.000,-196.825.000,221.741.000,"100,00",Novo_Mercado,"10,02",Materiais_Básicos,Fertilizantes_e_Defensivos,https://investidor10.com.br/storage/companies/5ed552dd20e37.jpeg
"28,33","-4,81","8,70","0,64","4,69",COCE5,"0,38","35,13","4,38","17,55","13,41","21,47","4,43","7,09","1,78","2,84","0,22","-1,48","-0,28","44,01","3,25","0,58","7,40","10,88","2,56","1,03","2,85","4,56","1,07","0,35","0,65","0,57","8,58","7,91",3.004.466.000,8.420.548.000,5.245.554.000,119.202.000,15.178.531.000,3.042.076.000,5.600.630.000,5.416.082.000,184.548.000,"0,00",Tradicional,"36,51",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/66db25f570da4.jpg
"71,59","-17,73","3,26","0,60","11,05",BAZA3,"0,77","36,44","23,65","10,24","25,41","0,00",,"2,99",,"3,03","0,07","0,55","-0,11","119,36","21,99","0,09","18,42","19,66","2,17","-0,01",,"-0,04","0,00","0,12","0,86","1,56","40,54","35,94",4.013.214.000,3.958.429.000,6.691.275.000,56.058.000,56.724.338.000,20.381.734.000,,,54.785.000,"0,00",Tradicional,"2,99",Financeiro,Bancos,https://investidor10.com.br/storage/companies/66d9a9606777e.jpg
"9,03","-10,18","7,97","0,46","3,74",GOAU3,"0,13","30,02","1,63","12,41","8,64","13,62","1,92","3,03","0,95","1,50","0,10","0,41","-0,17","19,50","1,13","0,80","5,81","13,02","3,80","0,47","0,97","1,52","0,93","0,22","0,37","2,89","9,54","6,74",8.985.735.000,18.088.305.000,19.373.882.000,993.705.000,86.914.266.000,33.366.538.000,18.090.359.000,9.102.570.000,8.987.789.000,"100,00",Nível_1,"70,19",Materiais_Básicos,Siderurgia,https://investidor10.com.br/storage/companies/66cc921a1cab9.jpg
"9,50","1,24","8,31","1,10","3,07",ALUP4,"2,22","24,91","26,72","71,15","71,29","75,47","5,95","6,30","2,94","3,12","0,30","2,74","-0,38","8,61","1,14","0,14","13,26","13,78","6,23","1,05","2,80","2,97","1,48","0,27","0,61","2,15","-7,18","-1,13",10.032.285.000,18.983.613.000,8.518.976.000,988.880.000,31.173.683.000,6.413.410.000,12.629.526.000,8.951.328.000,3.678.198.000,"100,00",Nível_2,"34,43",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/5e9e64dcd6771.jpeg
"11,10","-23,20","100,61","1,46","0,66",LAND3,"14,44","65,63","14,35","93,70","31,99","36,42","43,26","49,26","39,64","45,14","1,12","-71,97","-1,19","7,58","0,11","0,08","1,46","2,69","1,11","0,13","3,62","4,12","0,14","0,76","0,24","0,80",,,1.068.119.000,1.165.688.000,729.614.000,96.226.000,955.762.000,60.644.000,102.807.000,97.569.000,5.238.000,"100,00",Novo_Mercado,"54,36",Consumo_não_Cíclico,Agricultura,https://investidor10.com.br/storage/companies/635aeb31bbebe.jpg
"7,11","-23,55","-12,56","3,59","0,00",BIOM3,"6,27","0,00","-49,89","11,63","-53,18","-45,38","-13,85","-11,81","-13,81","-11,78","2,01","6,52","-4,00","1,98","-0,57","0,32","-28,61","-181,15","-16,04","0,01","-0,04","-0,03","0,46","0,56","0,44","2,64","19,66",,901.843.000,904.408.000,250.993.000,126.841.000,448.163.000,222.814.000,115.134.000,2.565.000,112.569.000,"0,00",Tradicional,"56,32",Saúde,Medicamentos_e_Outros_Produtos,https://investidor10.com.br/storage/companies/66db24417364e.jpg
"3,14","-40,08","7,40","0,97","0,00",NUTR3,"0,21","0,00","2,88","17,76","7,08","7,48","3,58","3,78","2,85","3,01","0,37","1,18","-1,29","3,22","0,42","1,76","13,17","19,61","5,07","0,25","0,73","0,78","0,31","0,38","0,62","1,81","21,02","10,29",41.587.000,52.301.000,42.690.000,13.244.000,110.958.000,78.754.000,13.177.000,10.714.000,2.463.000,"100,00",Tradicional,"24,56",Materiais_Básicos,Fertilizantes_e_Defensivos,https://investidor10.com.br/storage/companies/5f5a535549823.jpeg
"4,02","8,36","8,76","0,20","5,73",TPIS3,"0,13","50,25","1,53","35,69","21,78","33,19","3,36","5,12","0,40","0,62","0,07","-0,15","-0,07","20,07","0,46","0,48","2,29","11,15","0,64","1,46","2,96","4,50","1,54","0,32","0,67","0,13","6,34","-36,55",176.880.000,1.469.615.000,883.078.000,44.000.000,2.721.127.000,174.268.000,1.357.406.000,1.292.735.000,64.671.000,"100,00",Novo_Mercado,"42,11",Bens_Industriais,Exploração_de_Rodovias,https://investidor10.com.br/storage/companies/5f10bbd47c69e.jpeg
"7,43","-39,54","0,17","-0,17","0,00",OIBR4,"1,48","0,00","847,38","-103,32","-68,99","-24,65","-24,53","-8,77","-6,00","-2,14","0,12","-1,07","-0,17","-44,41","42,57","0,08","-95,87","34,45","71,55","-0,67","-24,08","-8,61","-0,77","-0,75","1,74","0,70","-29,14",,182.562.000,10.030.618.000,-14.660.023.000,330.121.000,19.644.491.000,5.242.607.000,11.291.004.000,9.848.056.000,1.442.948.000,"80,00",Nível_1,"90,04",Telecomunicações,Telecomunicações,https://investidor10.com.br/storage/companies/66db00a85b7d3.jpg
"6,15","-70,29","-0,04","-0,05","0,00",AGXY3,"0,03","0,00","-86,99","-4,18","-59,21","-52,53","-0,77","-0,68","-0,06","-0,05","0,03","-0,03","-0,06","-118,43","-172,09","0,96","-145,31","433,24","-84,39","-0,62","-0,71","-0,63","-0,75","-0,58","1,58","0,33","-3,15",,104.362.000,1.357.314.000,-2.009.675.000,16.969.000,3.488.816.000,1.723.009.000,1.504.664.000,1.252.952.000,251.712.000,"100,00",Nível_1,"37,28",Consumo_não_Cíclico,Agricultura,https://investidor10.com.br/storage/companies/649ca3f3e2e91.jpg
"1,40","-24,73","-0,27","-0,04","0,00",INEP4,"14,19","0,00","-5.286,12","-48,00","-2.009,38","-1.838,21","-12,34","-11,29","-0,77","-0,71","0,07","-0,05","-0,07","-32,49","-5,22","0,00","-16,05","17,05","-25,38","-0,64","-11,46","-10,48","-0,64","-1,55","2,55","0,08","8,56",,71.402.000,998.467.000,-1.449.448.000,44.605.000,932.845.000,96.883.000,927.512.000,927.065.000,447.000,"0,00",Tradicional,"85,61",Bens_Industriais,Máquinas_e_Equipamentos_Industriais,https://investidor10.com.br/storage/companies/5f7622d1dd989.jpeg
"8,41","-1,40","5,62","1,16","6,15",BEES3,"0,57","34,36","10,23","32,29","14,88","0,00",,"3,87",,"3,86","0,07","0,47","-0,09","7,23","1,50","0,12","20,68","20,68","1,24",,,,,"0,06","0,99","3,85","23,80","15,32",2.659.374.000,2.659.374.000,2.285.400.000,315.912.000,38.111.468.000,7.661.499.000,,,7.661.499.000,"100,00",Tradicional,"4,59",Financeiro,Bancos,https://investidor10.com.br/storage/companies/66d9a96e94c33.jpg
"18,12","-24,75","-36,32","0,68","9,69",SCAR3,"2,28","-349,74","-6,27","40,60","20,99","32,86","13,48","21,10","6,93","10,85","0,38","2,02","-0,51","26,57","-0,50","0,17","-1,88","2,74","10,79","0,64","6,55","10,25","0,76","0,56","0,44","3,95","6,24","27,32",1.046.200.000,2.034.537.000,1.533.968.000,57.737.000,2.754.734.000,693.534.000,1.158.237.000,988.337.000,169.900.000,"0,10",Nível_1,"38,65",Financeiro,Exploração_de_Imóveis,https://investidor10.com.br/storage/companies/66d9a99aa573f.jpg
"4,61","-25,77","5,74","0,42","5,87",PTNT4,"0,27","33,74","4,69","14,84","6,42","11,24","4,70","8,23","2,40","4,19","0,21","0,61","-0,47","11,03","0,80","0,77","7,28","5,75","4,53","0,27","1,53","2,68","0,73","0,50","0,50","2,56","7,95","11,66",293.250.000,434.715.000,529.743.000,48.046.000,1.063.020.000,594.884.000,386.759.000,141.464.000,245.294.000,"80,00",Tradicional,"66,52",Consumo_Cíclico,Fios_e_Tecidos,https://investidor10.com.br/storage/companies/5ebb107d99db0.jpeg
"4,33","9,13","-8,69","1,18","43,65",EPAR3,"9,12","-418,47","-105,05","13,91","-51,42","-37,95","-18,68","-13,78","-24,05","-17,75","0,93","4,01","-1,24","3,68","-0,50","0,10","-13,56","-20,02","-10,73","-0,26","5,37","3,96","0,00","0,79","0,21","13,71","-56,52",,64.346.000,49.980.000,54.645.000,14.860.000,69.038.000,17.303.000,-,-14.366.000,14.366.000,"0,00",Tradicional,"12,92",Financeiro,Holdings_Diversificadas,https://investidor10.com.br/storage/companies/5f6b5088080da.jpeg
"6,82","-21,75","7,04","0,72","3,67",RAPT3,"0,18","42,37","2,54","26,63","9,86","12,85","5,64","7,36","1,39","1,81","0,12","0,44","-0,27","9,43","0,97","0,69","10,27","8,31","3,20","2,20","4,22","5,51","2,93","0,17","0,76","2,06","18,57","-7,02",2.290.725.000,9.113.753.000,3.105.147.000,329.330.000,18.121.825.000,9.863.134.000,9.094.745.000,6.823.028.000,2.271.717.000,"80,00",Nível_1,"60,10",Bens_Industriais,Material_Rodoviário,https://investidor10.com.br/storage/companies/66d9ad2912681.jpg
"47,24","21,77","9,50","3,92","11,02",EKTR4,"0,96","123,52","10,08","27,89","22,83","27,18","6,06","7,22","3,52","4,19","0,74","14,76","-1,01","12,04","4,98","0,78","41,32","18,59","7,84","2,92","2,62","3,12","3,18","0,19","0,81","1,24","6,96","10,24",8.947.374.000,15.767.374.000,2.333.000.000,193.759.000,12.292.000.000,3.208.000.000,7.408.000.000,6.820.000.000,588.000.000,"0,00",Tradicional,"0,32",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/66db245d65c31.jpg
"0,82","-67,20","-0,71","0,22","0,00",VIVR3,"0,28","0,00","-39,35","29,89","-34,81","-34,67","-0,83","-0,83","-0,80","-0,80","0,11","0,64","-0,20","3,71","-1,16","0,40","-31,20","-24,66","-14,51","0,01","-0,03","-0,03","0,15","0,51","0,47","1,71","20,70",,31.460.000,32.493.000,142.168.000,38.366.000,278.798.000,118.084.000,20.670.000,1.033.000,19.637.000,"100,00",Novo_Mercado,"99,37",Consumo_Cíclico,Incorporações,https://investidor10.com.br/storage/companies/649dbae7d9a8b.jpg
"8,28","-17,24","6,31","0,78","1,49",BSLI3,"0,37","14,93","5,79","29,01","8,80","0,00",,"4,19",,"4,16","0,04","0,05","-0,47","10,63","1,31","0,12","12,34","14,38","0,69","-0,04",,"-0,23","0,00","0,06","0,03","33,36","27,93","1,15",3.197.524.000,3.030.139.000,3.858.141.000,363.046.000,68.816.798.000,62.441.141.000,,,167.385.000,"0,00",Tradicional,"11,55",Financeiro,Bancos,https://investidor10.com.br/storage/companies/684083fed173a.jpg
"5,71","-58,49","-69,44","0,63","0,02",VSTE3,"0,58","-1,69","-0,83","63,27","7,69","19,32","4,35","10,93","2,98","7,50","0,40","4,62","-0,56","9,03","-0,08","0,69","-0,91","6,33","-0,57","0,29","1,37","3,43","0,33","0,63","0,37","1,41","13,53",,650.942.000,948.960.000,1.029.438.000,114.000.000,1.646.867.000,482.476.000,341.109.000,298.018.000,43.091.000,"100,00",Novo_Mercado,"96,56",Consumo_Cíclico,"Tecidos,_Vestuário_e_Calçados",https://investidor10.com.br/storage/companies/649dc568d7079.jpg
"4,14","7,39","6,95","2,27","17,10",WHRL3,"0,47","124,40","6,80","18,11","7,43","8,79","3,99","4,72","5,38","6,36","0,62","14,67","-1,99","1,82","0,60","1,31","32,67","20,63","8,92","-0,64","-1,52","-1,80","0,41","0,27","0,73","1,07","7,30","4,68",6.382.723.000,4.620.509.000,2.738.894.000,1.502.786.000,10.054.264.000,6.925.890.000,1.113.194.000,-1.762.214.000,2.875.408.000,"0,00",Tradicional,"100,00",Consumo_Cíclico,Eletrodomésticos,https://investidor10.com.br/storage/companies/66db26218df83.jpg
"26,74","12,16","5,19","0,57","11,85",CGRA4,"0,73","52,09","14,07","52,20","10,20","14,24","3,17","4,43","5,12","7,16","0,40","1,49","-0,73","47,17","5,16","0,55","10,93","6,33","7,79","-0,22","-1,96","-2,74","0,00","0,71","0,29","2,52","10,34","7,84",538.428.000,332.685.000,947.333.000,20.082.000,1.329.388.000,597.007.000,-,-205.743.000,205.743.000,"100,00",Tradicional,"56,04",Consumo_Cíclico,"Tecidos,_Vestuário_e_Calçados",https://investidor10.com.br/storage/companies/649ca93ba72f8.jpg
"6,03","-8,36","-11,01","-0,32","0,00",DOTZ3,"0,49","0,00","-4,48","81,88","2,95","20,73","2,04","14,28","2,38","16,71","0,42","-0,36","-0,65","-18,62","-0,55","0,86","-2,94","-1,27","-3,86","0,05","-0,35","-2,42","-0,23","-1,31","2,31","0,23",,,80.102.000,68.495.000,-247.366.000,13.283.000,188.488.000,66.164.000,57.566.000,-11.607.000,69.173.000,"100,00",Nível_1,"29,51",Financeiro,Outros,https://investidor10.com.br/storage/companies/60350d6a1919d.jpg
"10,59","6,07","8,08","1,00","1,49",BSLI4,"0,47","14,93","5,79","29,01","8,80","0,00",,"4,19",,"5,32","0,06","0,06","-0,60","10,63","1,31","0,12","12,34","14,38","0,69","-0,04",,"-0,23","0,00","0,06","0,03","33,36","27,93","1,15",3.197.524.000,3.030.139.000,3.858.141.000,363.046.000,68.816.798.000,62.441.141.000,,,167.385.000,"0,00",Tradicional,"11,55",Financeiro,Bancos,https://investidor10.com.br/storage/companies/684083fed173a.jpg
"69,10","17,32","7,16","1,67","3,22",RSUL4,"1,08","21,14","15,12","41,05","21,75","23,50","1,46","1,58","4,60","4,97","1,01","2,86","-2,32","41,32","9,66","0,93","23,37","21,53","14,07","-0,16","-0,43","-0,46","0,06","0,60","0,40","2,65","14,71",,172.563.000,133.403.000,250.920.000,6.072.000,416.670.000,235.610.000,15.500.000,-39.160.000,54.660.000,"0,00",Tradicional,"23,31",Bens_Industriais,Material_Rodoviário,https://investidor10.com.br/storage/companies/649dbb19f1461.jpg
"1,53","-77,50","-0,08","-0,48","0,00",JFEN3,"0,08","0,00","-104,72","-23,76","-84,38","-76,84","-1,64","-1,49","-0,11","-0,10","0,02","0,06","-0,28","-3,18","-19,35","0,28","-608,31","-86,72","-29,21","-6,84","-1,53","-1,39","-6,97","-0,05","1,17","1,76","51,02",,18.847.000,286.723.000,-39.186.000,12.318.000,820.667.000,752.892.000,273.098.000,267.876.000,5.222.000,"0,00",Tradicional,"0,82",Consumo_Cíclico,Incorporações,https://investidor10.com.br/storage/companies/5f774a4f9a04b.jpeg
"21,08","33,55","19,84","4,06","0,71",BPAC3,"5,52","26,93","27,80","20,14","30,51","0,00",,"14,20",,"18,08","0,49","-34,30","-3,63","5,20","1,06","0,09","20,45","22,18","2,45",,,,,"0,12","0,88","0,98","27,22","30,10",190.553.164.000,190.553.164.000,59.778.576.000,11.506.119.000,499.233.657.000,432.383.243.000,,,1.593.059.000,"100,00",Nível_1,"29,94",Financeiro,Bancos,https://investidor10.com.br/storage/companies/66cc8e7c56df1.jpg
"12,85","-3,38","216,98","0,82","0,00",TELB3,"2,67","0,00","1,23","-41,13","19,12","80,01","-0,53","-2,20","3,34","13,98","0,29","0,74","-0,55","15,68","0,06","0,11","0,38","5,53","0,13","-0,88","-3,60","-15,07","0,01","0,36","0,64","6,45","11,03",,1.107.377.000,-189.493.000,1.467.590.000,93.597.000,4.110.149.000,1.917.418.000,11.469.000,-1.296.871.000,1.308.340.000,"0,00",Tradicional,"3,43",Telecomunicações,Telecomunicações,https://investidor10.com.br/storage/companies/5ebdae82e86ce.jpeg
"2,59","-39,06","-0,01","0,00","0,00",OSXB3,"0,12","0,00","-2.010,93","99,31","-1.412,27","-1.393,09","-7,18","-7,08","-0,01","-0,01","0,01","-0,01","-0,01","-2.750,14","-442,56","0,05","-16,09","74,98","-116,76","-0,80","-7,17","-7,07","-0,80","-6,22","7,21","0,01","47,18",,8.153.000,6.925.425.000,-8.657.561.000,3.148.000,1.392.447.000,11.034.000,6.919.723.000,6.917.272.000,2.451.000,"100,00",Novo_Mercado,"50,58","Petróleo,_Gás_e_Biocombustíveis",Equipamentos_e_Serviços,https://investidor10.com.br/storage/companies/5ebaf81df3832.jpeg
"8,88","6,83","8,36","1,71","1,70",BPAC5,"2,32","26,93","27,80","20,14","30,51","0,00",,"14,20",,"7,61","0,20","-14,45","-1,53","5,20","1,06","0,09","20,45","22,18","2,45",,,,,"0,12","0,88","0,98","27,22","30,10",190.553.164.000,190.553.164.000,59.778.576.000,11.506.119.000,499.233.657.000,432.383.243.000,,,1.593.059.000,"0,10",Nível_1,"29,94",Financeiro,Bancos,https://investidor10.com.br/storage/companies/66cc8e7c56df1.jpg
"25,20","-30,77","37,56","2,67","0,00",LOGN3,"0,94","0,00","2,51","15,78","12,73","22,77","6,21","11,10","4,14","7,41","0,68","25,55","-0,93","9,45","0,67","0,73","7,10","11,46","1,82","1,33","2,06","3,69","1,66","0,26","0,74","1,11","20,49","40,70",2.697.882.000,4.040.887.000,1.011.711.000,107.058.000,3.943.778.000,1.034.370.000,1.678.042.000,1.343.005.000,335.037.000,"100,00",Novo_Mercado,"24,26",Bens_Industriais,Transporte_Hidroviário,https://investidor10.com.br/storage/companies/5eb9b5c11fa32.jpeg
"8,44","-8,03","5,64","1,17","6,07",BEES4,"0,58","34,36","10,23","32,29","14,88","0,00",,"3,87",,"3,88","0,07","0,47","-0,09","7,23","1,50","0,12","20,68","20,68","1,24",,,,,"0,06","0,99","3,85","23,80","15,32",2.659.374.000,2.659.374.000,2.285.400.000,315.912.000,38.111.468.000,7.661.499.000,,,7.661.499.000,"100,00",Tradicional,"4,59",Financeiro,Bancos,https://investidor10.com.br/storage/companies/66d9a96e94c33.jpg
"11,55","2,38","6,16","0,45","9,53",BRSR3,"0,26","58,41","4,30","31,86","4,41","0,00",,"5,82",,"6,00","0,03","8,24","-0,03","25,84","1,88","0,12","7,26","7,26","0,51",,,,,"0,07","0,93","1,33","16,76","1,07",4.581.886.000,4.581.886.000,10.568.980.000,408.974.000,151.511.198.000,2.298.020.000,,,2.298.015.000,"80,00",Nível_1,"50,61",Financeiro,Bancos,https://investidor10.com.br/storage/companies/649ca5d54538a.jpg
"5,77","-10,06","6,59","2,37","11,40",EQPA3,"1,14","86,75","17,37","31,06","22,79","26,56","5,76","6,72","4,31","5,02","0,74","8,65","-1,10","2,43","0,88","0,65","36,01","18,99","11,21","0,80","1,45","1,69","1,27","0,31","0,69","1,35","13,70","21,96",12.779.891.000,17.081.757.000,5.385.613.000,2.213.527.000,17.298.861.000,5.686.944.000,6.864.733.000,4.301.866.000,2.562.867.000,"0,00",Tradicional,"2,12",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/66d9aa3e90e2e.jpg
